full_name,brand_name,selling_price,new_price,year,seller_type,km_driven,owner_type,fuel_type,transmission_type,mileage,engine,max_power,seats
Tata Tiago 1.2 Revotron XZ,Tata,5 Lakh*,New Car (On-Road Price) : Rs.5.43-7.61 Lakh*,2019,Individual,"10,000 kms",First Owner,Petrol,Manual,Mileage23.84 kmpl,Engine1199 CC,Max Power84 bhp,Seats5
Honda Mobilio RS i DTEC,Honda,6 Lakh*,null,2015,Dealer,"72,862 kms",First Owner,Diesel,Manual,Mileage24.5 kmpl,Engine1498 CC,Max Power98.6 bhp,Seats7
Mahindra KUV 100 mFALCON G80 K2 Plus,Mahindra,4.75 Lakh*,New Car (On-Road Price) : Rs.7.37-9.30 Lakh*,2016,Dealer,"23,593 kms",First Owner,Petrol,Manual,Mileage18.15 kmpl,Engine1198 CC,Max Power82 bhp,Seats6
Maruti Ciaz Delta Diesel,Maruti,8.5 Lakh*,null,2018,Individual,"20,000 kms",First Owner,Diesel,Manual,Mileage28.09 kmpl,Engine1248 CC,Max Power88.50 bhp,Seats5
Maruti XL6 Alpha,Maruti,10.45 Lakh*,New Car (On-Road Price) : Rs.12.13-14.73 Lakh*,2020,Dealer,"23,000 kms",First Owner,Petrol,Manual,Mileage19.01 kmpl,Engine1462 CC,Max Power103.2 bhp,Seats6
Hyundai Elantra CRDi SX Option AT,Hyundai,17.85 Lakh*,New Car (On-Road Price) : Rs.23.68-26.92 Lakh*,2018,Dealer,"22,886 kms",First Owner,Diesel,Automatic,Mileage14.62 kmpl,Engine1493 CC,Max Power113.42 bhp,Seats5
Hyundai i20 Magna 1.2,Hyundai,4.5 Lakh*,New Car (On-Road Price) : Rs.7.70-12.78 Lakh*,2016,Individual,"70,000 kms",First Owner,Petrol,Manual,Mileage18.6 kmpl,Engine1197 CC,Max Power81.83 bhp,Seats5
Maruti Ciaz Alpha BSIV,Maruti,9.21 Lakh*,New Car (On-Road Price) : Rs.10.41-14.36 Lakh*,2019,Individual,"34,500 kms",First Owner,Petrol,Manual,Mileage21.56 kmpl,Engine1462 CC,Max Power103.25 bhp,Seats5
Ford Freestyle Titanium Plus Petrol BSIV,Ford,7.5 Lakh*,New Car (On-Road Price) : Rs.7.27-9.27 Lakh*,2019,Individual,"15,000 kms",First Owner,Petrol,Manual,Mileage19.0 kmpl,Engine1194 CC,Max Power94.68 bhp,Seats5
Renault KWID 1.0 RXT Optional,Renault,3.45 Lakh*,New Car (On-Road Price) : Rs.4.12-6.65 Lakh*,2018,Individual,"28,000 kms",First Owner,Petrol,Manual,Mileage23.01 kmpl,Engine999 CC,Max Power67 bhp,Seats5
Audi A6 2.0 TDI,Audi,16.5 Lakh*,null,2014,Dealer,"56,000 kms",First Owner,Diesel,Automatic,Mileage17.68 kmpl,Engine1968 CC,Max Power174.33 bhp,Seats5
Mahindra Scorpio 1.99 S10 4WD,Mahindra,11 Lakh*,New Car (On-Road Price) : Rs.14.42-19.20 Lakh*,2017,Individual,"70,000 kms",First Owner,Diesel,Manual,Mileage15.4 kmpl,Engine1997 CC,Max Power120 bhp,Seats7
Toyota Innova 2.5 VX (Diesel) 8 Seater,Toyota,12.5 Lakh*,null,2012,Dealer,"1,21,000 kms",First Owner,Diesel,Manual,Mileage12.99 kmpl,Engine2494 CC,Max Power100 bhp,Seats8
Tata Nexon 1.5 Revotorq XZ Plus,Tata,8.62 Lakh*,New Car (On-Road Price) : Rs.9.38-14.23 Lakh*,2019,Individual,"25,000 kms",First Owner,Diesel,Manual,Mileage21.5 kmpl,Engine1497 CC,Max Power108.5 bhp,Seats5
Mercedes-Benz GLE Class 250d,Mercedes-Benz,42.75 Lakh*,null,2016,Dealer,"50,000 kms",First Owner,Diesel,Automatic,Mileage17.9 kmpl,Engine2143 CC,Max Power201.15 bhp,Seats5
Mahindra XUV500 AT W10 AWD,Mahindra,13 Lakh*,New Car (On-Road Price) : Rs.17.82-24.90 Lakh*,2017,Individual,"48,800 kms",First Owner,Diesel,Automatic,Mileage16.0 kmpl,Engine2179 CC,Max Power140 bhp,Seats7
Mahindra XUV500 2011-2015 W8 FWD,Mahindra,6.45 Lakh*,null,2012,Dealer,"76,122 kms",First Owner,Diesel,Manual,Mileage15.1 kmpl,Engine2179 CC,Max Power140 bhp,Seats7
Hyundai Creta Facelift,Hyundai,11.5 Lakh*,New Car (On-Road Price) : Rs.12.32-20.80 Lakh*,2019,Individual,"65,000 kms",First Owner,Diesel,Manual,null,Engine1582 CC,Max Power126.2 bhp,Seats5
Hyundai Grand i10 1.2 Kappa Sportz AT,Hyundai,5.95 Lakh*,New Car (On-Road Price) : Rs.7.33-7.71 Lakh*,2017,Dealer,"41,000 kms",First Owner,Petrol,Automatic,Mileage18.9 kmpl,Engine1197 CC,Max Power81.86 bhp,Seats5
Maruti Swift ZXI,Maruti,4.7 Lakh*,New Car (On-Road Price) : Rs.6.13-8.90 Lakh*,2013,Individual,"71,000 kms",First Owner,Petrol,Manual,Mileage18.6 kmpl,Engine1197 CC,Max Power85.8 bhp,Seats5
Hyundai Verna 1.6 SX VTVT (O),Hyundai,3.36 Lakh*,null,2011,Individual,"81,000 kms",First Owner,Petrol,Manual,Mileage17.1 kmpl,Engine1591 CC,Max Power121.3 bhp,Seats5
MG Hector Super Diesel MT,MG,15.85 Lakh*,New Car (On-Road Price) : Rs.17.62-22.51 Lakh*,2020,Dealer,"1,005 kms",First Owner,Diesel,Manual,Mileage17.41 kmpl,Engine1956 CC,Max Power167.68 bhp,Seats5
Maruti Swift Dzire ZDI,Maruti,4.2 Lakh*,null,2013,Individual,"80,000 kms",First Owner,Diesel,Manual,Mileage23.4 kmpl,Engine1248 CC,Max Power74 bhp,Seats5
Maruti S-Presso VXI Plus,Maruti,4.55 Lakh*,New Car (On-Road Price) : Rs.4.44-5.95 Lakh*,2019,Individual,"5,000 kms",First Owner,Petrol,Manual,Mileage21.7 kmpl,Engine998 CC,Max Power67 bhp,Seats5
Hyundai Creta 1.6 Gamma SX Plus,Hyundai,7.9 Lakh*,null,2015,Dealer,"56,836 kms",First Owner,Petrol,Manual,Mileage15.29 kmpl,Engine1591 CC,Max Power121.3 bhp,Seats5
Hyundai Xcent 1.2 Kappa S,Hyundai,3 Lakh*,null,2015,Individual,"70,000 kms",First Owner,Petrol,Manual,Mileage19.1 kmpl,Engine1197 CC,Max Power82 bhp,Seats5
Chevrolet Beat Diesel LS,Chevrolet,2.5 Lakh*,null,2013,Individual,"1,00,000 kms",First Owner,Diesel,Manual,Mileage25.44 kmpl,Engine936 CC,Max Power57.6 bhp,Seats5
Ford Ecosport 1.5 Ti VCT MT Titanium,Ford,6.9 Lakh*,New Car (On-Road Price) : Rs.9.50-13.37 Lakh*,2015,Dealer,"46,215 kms",First Owner,Petrol,Manual,Mileage15.8 kmpl,Engine1499 CC,Max Power110 bhp,Seats5
Nissan Terrano XL 85 PS,Nissan,8.5 Lakh*,null,2014,Individual,"1,46,000 kms",First Owner,Diesel,Manual,Mileage20.45 kmpl,Engine1461 CC,Max Power83.8 bhp,Seats5
Mahindra Scorpio VLX 2WD AIRBAG AT BSIV,Mahindra,5.85 Lakh*,New Car (On-Road Price) : Rs.14.49-18.69 Lakh*,2013,Dealer,"88,000 kms",First Owner,Diesel,Manual,Mileage12.05 kmpl,Engine2179 CC,Max Power120 bhp,Seats8
Maruti Vitara Brezza VDi Option,Maruti,7.95 Lakh*,null,2016,Dealer,"62,000 kms",First Owner,Diesel,Manual,Mileage24.3 kmpl,Engine1248 CC,Max Power88.5 bhp,Seats5
Maruti Ertiga CNG VXI BSIV,Maruti,7.9 Lakh*,New Car (On-Road Price) : Rs.10.22 Lakh*,2017,Trustmark Dealer,"38,461 kms",First Owner,CNG,Manual,Mileage26.8 km/kg,Engine1462 CC,Max Power103 bhp,Seats7
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,Maruti,8.5 Lakh*,null,2018,Dealer,"33,348 kms",First Owner,Diesel,Manual,Mileage25.1 kmpl,Engine1248 CC,Max Power88.5 bhp,Seats5
Hyundai Santro GS,Hyundai,"40,000*",null,2002,Individual,"60,000 kms",First Owner,Petrol,Manual,null,Engine999 CC,null,Seats5
Hyundai i20 2015-2017 Asta 1.2,Hyundai,5.65 Lakh*,New Car (On-Road Price) : Rs.7.91-13.24 Lakh*,2015,Dealer,"44,983 kms",First Owner,Petrol,Manual,Mileage18.6 kmpl,Engine1197 CC,Max Power81.83 bhp,Seats5
Honda City i-VTEC V,Honda,9.25 Lakh*,New Car (On-Road Price) : Rs.13.62-18.06 Lakh*,2017,Dealer,"15,735 kms",First Owner,Petrol,Manual,Mileage17.4 kmpl,Engine1497 CC,Max Power117.6 bhp,Seats5
Mahindra XUV500 W6 2WD,Mahindra,9 Lakh*,New Car (On-Road Price) : Rs.17.83-24.91 Lakh*,2014,Dealer,"84,000 kms",First Owner,Diesel,Manual,Mileage15.1 kmpl,Engine2179 CC,Max Power140 bhp,Seats7
Maruti Swift VDI BSIV,Maruti,6.5 Lakh*,null,2016,Dealer,"66,000 kms",First Owner,Diesel,Manual,Mileage25.2 kmpl,Engine1248 CC,Max Power74 bhp,Seats5
Hyundai i20 Magna 1.4 CRDi,Hyundai,6.5 Lakh*,null,2016,Dealer,"77,000 kms",First Owner,Diesel,Manual,Mileage22.54 kmpl,Engine1396 CC,Max Power88.73 bhp,Seats5
Maruti Wagon R LXI,Maruti,2.5 Lakh*,New Car (On-Road Price) : Rs.5.40-7.20 Lakh*,2011,Dealer,"32,908 kms",First Owner,Petrol,Manual,Mileage18.9 kmpl,Engine998 CC,Max Power67.1 bhp,Seats5
Hyundai i20 Magna 1.4 CRDi,Hyundai,4.5 Lakh*,New Car (On-Road Price) : Rs.9.89-13.36 Lakh*,2011,Dealer,"78,000 kms",First Owner,Diesel,Manual,Mileage21.9 kmpl,Engine1396 CC,Max Power90 bhp,Seats5
Maruti Baleno Zeta 1.2,Maruti,6.4 Lakh*,null,2017,Individual,"12,351 kms",First Owner,Petrol,Manual,Mileage21.4 kmpl,Engine1197 CC,Max Power83.1 bhp,Seats5
Land Rover Range Rover Evoque Pure,Land Rover,39.5 Lakh*,New Car (On-Road Price) : Rs.73.37-77.07 Lakh*,2016,Dealer,"62,000 kms",First Owner,Diesel,Automatic,Mileage12.7 kmpl,Engine2179 CC,Max Power187.7 bhp,Seats5
Honda New Accord 2011-2014 2.4 M/T,Honda,6.95 Lakh*,null,2013,Dealer,"63,000 kms",First Owner,Petrol,Manual,Mileage12.8 kmpl,Engine2354 CC,Max Power177.6 bhp,Seats5
Maruti Swift LXi BSIV,Maruti,2.2 Lakh*,null,2009,Dealer,"63,000 kms",First Owner,Petrol,Manual,Mileage16.1 kmpl,Engine1197 CC,Max Power85 bhp,Seats5
Hyundai Grand i10 Asta Option,Hyundai,5.49 Lakh*,null,2017,Dealer,"25,100 kms",First Owner,Petrol,Manual,Mileage18.9 kmpl,Engine1197 CC,Max Power82 bhp,Seats5
Maruti Zen Estilo LXI BS IV,Maruti,1.5 Lakh*,null,2009,Individual,"60,000 kms",First Owner,Petrol,Manual,Mileage19.0 kmpl,Engine998 CC,Max Power67.1 bhp,Seats5
Volkswagen Vento 1.2 TSI Highline AT,Volkswagen,6.5 Lakh*,New Car (On-Road Price) : Rs.10.61-16.31 Lakh*,2016,Dealer,"56,205 kms",First Owner,Petrol,Automatic,Mileage18.19 kmpl,Engine1197 CC,Max Power103.2 bhp,Seats5
Maruti Ciaz 1.4 Alpha,Maruti,8 Lakh*,New Car (On-Road Price) : Rs.9.76-13.29 Lakh*,2017,Individual,"20,000 kms",First Owner,Petrol,Manual,Mileage20.73 kmpl,Engine1373 CC,Max Power91.1 bhp,Seats5
Hyundai i20 1.2 Asta,Hyundai,7.4 Lakh*,New Car (On-Road Price) : Rs.8.22-14.02 Lakh*,2018,Dealer,"37,000 kms",First Owner,Petrol,Manual,Mileage18.6 kmpl,Engine1197 CC,Max Power81.83 bhp,Seats5
Maruti Swift Dzire 1.2 Lxi BSIV,Maruti,3.5 Lakh*,New Car (On-Road Price) : Rs.6.80-10.31 Lakh*,2012,Individual,"35,000 kms",First Owner,Petrol,Manual,Mileage17.5 kmpl,Engine1197 CC,Max Power85.8 bhp,Seats5
Maruti Alto K10 LXI,Maruti,2.45 Lakh*,null,2012,Individual,"36,000 kms",First Owner,Petrol,Manual,Mileage20.92 kmpl,Engine998 CC,Max Power67.1 bhp,Seats5
Maruti Ciaz 1.4 AT Zeta,Maruti,8.5 Lakh*,New Car (On-Road Price) : Rs.9.95-13.51 Lakh*,2017,Dealer,"28,847 kms",First Owner,Petrol,Automatic,Mileage19.12 kmpl,Engine1373 CC,Max Power91.1 bhp,Seats5
Maruti Ertiga SHVS VDI,Maruti,5.95 Lakh*,null,2016,Dealer,"55,000 kms",First Owner,Diesel,Manual,Mileage24.52 kmpl,Engine1248 CC,Max Power88.5 bhp,Seats7
Hyundai Getz GVS,Hyundai,"50,000*",null,2006,Individual,"70,000 kms",First Owner,Petrol,Manual,Mileage15.3 kmpl,Engine1341 CC,Max Power61 bhp,Seats5
Maruti Eeco 7 Seater Standard BSIV,Maruti,2.5 Lakh*,New Car (On-Road Price) : Rs.4.47-4.92 Lakh*,2015,Individual,"60,000 kms",First Owner,Petrol,Manual,Mileage15.37 kmpl,Engine1196 CC,Max Power73 bhp,Seats7
Volkswagen Polo 1.5 TDI Highline,Volkswagen,6.95 Lakh*,null,2016,Dealer,"72,168 kms",First Owner,Diesel,Manual,Mileage20.14 kmpl,Engine1498 CC,Max Power88.8 bhp,Seats5
Maruti Alto K10 VXI,Maruti,3.5 Lakh*,null,2018,Individual,"40,000 kms",First Owner,Petrol,Manual,Mileage23.95 kmpl,Engine998 CC,Max Power67.05 bhp,Seats5
Tata Nano Cx,Tata,"65,000*",null,2011,Individual,"50,000 kms",First Owner,Petrol,Manual,Mileage26.0 kmpl,Engine624 CC,Max Power35 bhp,Seats4
Hyundai Creta 1.6 CRDi SX Option,Hyundai,10.95 Lakh*,New Car (On-Road Price) : Rs.13.39-22.29 Lakh*,2016,Dealer,"85,000 kms",First Owner,Diesel,Manual,Mileage19.67 kmpl,Engine1582 CC,Max Power126.2 bhp,Seats5
Hyundai Xcent 1.2 Kappa SX Option,Hyundai,4.5 Lakh*,null,2015,Dealer,"39,511 kms",First Owner,Petrol,Manual,Mileage19.1 kmpl,Engine1197 CC,Max Power82 bhp,Seats5
Maruti Ciaz ZXi Option,Maruti,5.85 Lakh*,New Car (On-Road Price) : Rs.9.68-13.36 Lakh*,2014,Dealer,"44,000 kms",First Owner,Petrol,Manual,Mileage20.73 kmpl,Engine1373 CC,Max Power91.2 bhp,Seats5
Hyundai i20 Magna Optional 1.2,Hyundai,2.9 Lakh*,New Car (On-Road Price) : Rs.7.90-13.12 Lakh*,2012,Individual,"64,000 kms",First Owner,Petrol,Manual,Mileage18.5 kmpl,Engine1197 CC,Max Power82.9 bhp,Seats5
Hyundai Santro Xing GLS,Hyundai,2.6 Lakh*,null,2012,Individual,"47,000 kms",First Owner,Petrol,Manual,Mileage17.92 kmpl,Engine1086 CC,Max Power62.1 bhp,Seats5
Hyundai i20 1.2 Asta Dual Tone,Hyundai,8.35 Lakh*,New Car (On-Road Price) : Rs.8.22-14.02 Lakh*,2018,Dealer,"34,000 kms",First Owner,Petrol,Manual,Mileage18.6 kmpl,Engine1197 CC,Max Power81.83 bhp,Seats5
Audi A8 L 3.0 TDI quattro,Audi,25 Lakh*,null,2012,Individual,"45,000 kms",First Owner,Diesel,Automatic,Mileage11.8 kmpl,Engine2967 CC,Max Power246.7 bhp,Seats5
Maruti Swift ZXI,Maruti,5.15 Lakh*,null,2015,Dealer,"55,429 kms",First Owner,Petrol,Manual,Mileage21.21 kmpl,Engine1197 CC,Max Power81.80 bhp,Seats5
Mahindra KUV 100 mFALCON D75 K4 Plus,Mahindra,4.75 Lakh*,null,2016,Dealer,"72,000 kms",First Owner,Diesel,Manual,Mileage25.32 kmpl,Engine1198 CC,Max Power77 bhp,Seats6
Honda Amaze VX Diesel,Honda,7.4 Lakh*,New Car (On-Road Price) : Rs.9.26-12.01 Lakh*,2016,Dealer,"27,946 kms",First Owner,Diesel,Manual,Mileage24.7 kmpl,Engine1498 CC,Max Power98.63 bhp,Seats5
Volkswagen Polo 2015-2019 1.2 MPI Highline,Volkswagen,4.65 Lakh*,null,2015,Dealer,"65,000 kms",First Owner,Petrol,Manual,Mileage16.2 kmpl,Engine1199 CC,Max Power74 bhp,Seats5
Ford Ecosport 2015-2021 1.5 Petrol Titanium Plus AT,Ford,11.45 Lakh*,New Car (On-Road Price) : Rs.9.27-13.14 Lakh*,2019,Dealer,"15,700 kms",First Owner,Petrol,Automatic,Mileage14.7 kmpl,Engine1496 CC,Max Power120.69 bhp,Seats5
Hyundai Verna 1.6 CRDi S,Hyundai,7.5 Lakh*,New Car (On-Road Price) : Rs.12.41-17.45 Lakh*,2016,Individual,"50,000 kms",First Owner,Diesel,Manual,Mileage23.9 kmpl,Engine1582 CC,Max Power126.2 bhp,Seats5
Maruti Swift Dzire VXi,Maruti,4.3 Lakh*,New Car (On-Road Price) : Rs.6.92-10.31 Lakh*,2012,Individual,"32,000 kms",First Owner,Petrol,Manual,Mileage17.5 kmpl,Engine1298 CC,Max Power85.8 bhp,Seats5
Renault KWID 1.0 RXT Optional,Renault,4.15 Lakh*,New Car (On-Road Price) : Rs.4.17-6.85 Lakh*,2018,Dealer,"35,000 kms",First Owner,Petrol,Manual,Mileage23.01 kmpl,Engine999 CC,Max Power67 bhp,Seats5
Hyundai i20 2015-2017 Sportz 1.4 CRDi,Hyundai,6.1 Lakh*,New Car (On-Road Price) : Rs.9.26-12.19 Lakh*,2017,Individual,"64,000 kms",First Owner,Diesel,Manual,Mileage22.54 kmpl,Engine1396 CC,Max Power88.73 bhp,Seats5
Maruti Swift AMT ZXI,Maruti,6.9 Lakh*,New Car (On-Road Price) : Rs.6.29-9.14 Lakh*,2018,Individual,"20,000 kms",First Owner,Petrol,Automatic,Mileage22.0 kmpl,Engine1197 CC,Max Power81.80 bhp,Seats5
Maruti Celerio ZXI,Maruti,4.5 Lakh*,New Car (On-Road Price) : Rs.5.55-7.00 Lakh*,2016,Dealer,"18,000 kms",First Owner,Petrol,Manual,Mileage21.63 kmpl,Engine998 CC,Max Power67.04 bhp,Seats5
Hyundai i20 Magna Plus BSIV,Hyundai,5.25 Lakh*,New Car (On-Road Price) : Rs.8.03-13.41 Lakh*,2016,Dealer,"41,000 kms",First Owner,Petrol,Manual,Mileage18.6 kmpl,Engine1197 CC,Max Power81.86 bhp,Seats5
Maruti Ritz VDi,Maruti,3.1 Lakh*,null,2011,Individual,"1,10,000 kms",First Owner,Diesel,Manual,Mileage21.1 kmpl,Engine1248 CC,Max Power73.9 bhp,Seats5
Honda Brio VX AT,Honda,4.65 Lakh*,null,2013,Dealer,"67,000 kms",First Owner,Petrol,Automatic,Mileage16.5 kmpl,Engine1198 CC,Max Power86.8 bhp,Seats5
Renault Pulse RxZ,Renault,3.25 Lakh*,null,2012,Dealer,"89,000 kms",First Owner,Diesel,Manual,Mileage23.08 kmpl,Engine1461 CC,Max Power63.12 bhp,Seats5
Honda Amaze V CVT Petrol,Honda,8.25 Lakh*,null,2018,Dealer,"20,672 kms",First Owner,Petrol,Automatic,Mileage18.3 kmpl,Engine1199 CC,Max Power88.76 bhp,Seats5
Volkswagen Vento 1.2 TSI Highline AT,Volkswagen,4.85 Lakh*,null,2014,Dealer,"69,000 kms",First Owner,Petrol,Automatic,Mileage16.93 kmpl,Engine1197 CC,Max Power103.2 bhp,Seats5
Mahindra Scorpio SLX 4WD LE,Mahindra,3.65 Lakh*,New Car (On-Road Price) : Rs.14.49-18.69 Lakh*,2008,Dealer,"52,000 kms",First Owner,Diesel,Manual,Mileage12.7 kmpl,Engine2609 CC,Max Power120 bhp,Seats8
Skoda Rapid 1.6 TDI Ambition,Skoda,4.75 Lakh*,null,2012,Dealer,"87,000 kms",First Owner,Diesel,Manual,Mileage20.5 kmpl,Engine1598 CC,Max Power103.5 bhp,Seats5
Tata Nexon 1.2 Revotron XM,Tata,6.5 Lakh*,null,2017,Dealer,"15,700 kms",First Owner,Petrol,Manual,Mileage17.0 kmpl,Engine1198 CC,Max Power108.5 bhp,Seats5
Tata Nano Cx BSIII,Tata,"60,000*",null,2012,Individual,"20,000 kms",First Owner,Petrol,Manual,Mileage25.4 kmpl,Engine624 CC,Max Power38 bhp,Seats4
Toyota Innova Crysta 2016-2020 2.8 ZX AT BSIV,Toyota,17.5 Lakh*,New Car (On-Road Price) : Rs.21.26-30.63 Lakh*,2016,Dealer,"90,000 kms",First Owner,Diesel,Automatic,Mileage11.36 kmpl,Engine2755 CC,Max Power171.5 bhp,Seats7
Maruti Alto 800 LXI,Maruti,2.85 Lakh*,New Car (On-Road Price) : Rs.3.61-4.98 Lakh*,2013,Dealer,"45,019 kms",First Owner,Petrol,Manual,Mileage22.74 kmpl,Engine796 CC,Max Power47.3 bhp,Seats5
Chevrolet Beat LT,Chevrolet,2.25 Lakh*,null,2012,Individual,"1,10,000 kms",First Owner,Petrol,Manual,Mileage18.6 kmpl,Engine1199 CC,Max Power79.4 bhp,Seats5
Nissan Sunny XE D,Nissan,6.3 Lakh*,null,2020,Dealer,"27,000 kms",First Owner,Diesel,Manual,Mileage22.71 kmpl,Engine1461 CC,Max Power84.8 bhp,Seats5
Toyota Etios Liva GD,Toyota,3.5 Lakh*,null,2012,Individual,"50,000 kms",First Owner,Diesel,Manual,Mileage23.59 kmpl,Engine1364 CC,null,Seats5
Hyundai i20 1.2 Asta Option,Hyundai,5.95 Lakh*,null,2017,Dealer,"60,000 kms",First Owner,Petrol,Manual,Mileage18.6 kmpl,Engine1197 CC,Max Power81.83 bhp,Seats5
Maruti Swift Dzire ZXi,Maruti,7.25 Lakh*,New Car (On-Road Price) : Rs.7.36-10.90 Lakh*,2017,Dealer,"53,154 kms",First Owner,Petrol,Manual,Mileage17.5 kmpl,Engine1298 CC,Max Power85.8 bhp,Seats5
Hyundai Creta SX Diesel AT,Hyundai,9.9 Lakh*,null,2016,Dealer,"47,000 kms",First Owner,Diesel,Automatic,Mileage18.5 kmpl,Engine1493 CC,Max Power113.42 bhp,Seats5
Hyundai i10 Era,Hyundai,1.7 Lakh*,null,2010,Individual,"70,000 kms",First Owner,Petrol,Manual,Mileage19.81 kmpl,Engine1086 CC,Max Power68.05 bhp,Seats5
Honda WR-V i-DTEC VX,Honda,10.1 Lakh*,New Car (On-Road Price) : Rs.11.94-13.74 Lakh*,2018,Dealer,"68,368 kms",First Owner,Diesel,Manual,Mileage25.5 kmpl,Engine1498 CC,Max Power98.6 bhp,Seats5
Hyundai i20 Magna Optional 1.4 CRDi,Hyundai,4 Lakh*,New Car (On-Road Price) : Rs.10.02-13.20 Lakh*,2013,Individual,"89,000 kms",First Owner,Diesel,Manual,Mileage21.9 kmpl,Engine1396 CC,Max Power88.8 bhp,Seats5
Hyundai Venue SX Plus Turbo DCT,Hyundai,12.3 Lakh*,null,2020,Dealer,"6,000 kms",First Owner,Petrol,Automatic,Mileage18.15 kmpl,Engine998 CC,Max Power118.35 bhp,Seats5
Jaguar XJ 3.0L Portfolio,Jaguar,50 Lakh*,null,2016,Dealer,"33,000 kms",First Owner,Diesel,Automatic,Mileage10.5 kmpl,Engine2993 CC,Max Power271.23 bhp,Seats4
Renault Duster 85PS Diesel RxL Plus,Renault,3.8 Lakh*,null,2013,Individual,"1,20,000 kms",First Owner,Diesel,Manual,Mileage20.45 kmpl,Engine1461 CC,Max Power83.8 bhp,Seats5
Maruti Baleno Alpha 1.2,Maruti,6.2 Lakh*,New Car (On-Road Price) : Rs.6.69-10.26 Lakh*,2017,Individual,"70,000 kms",First Owner,Petrol,Manual,Mileage21.4 kmpl,Engine1197 CC,Max Power83.1 bhp,Seats5
Maruti Wagon R VXI Optional,Maruti,4 Lakh*,New Car (On-Road Price) : Rs.5.53-7.43 Lakh*,2017,Individual,"35,000 kms",First Owner,Petrol,Manual,Mileage20.51 kmpl,Engine998 CC,Max Power67.04 bhp,Seats5
Renault Scala Diesel RxZ,Renault,6.25 Lakh*,null,2014,Dealer,"20,328 kms",First Owner,Diesel,Manual,Mileage21.64 kmpl,Engine1461 CC,Max Power84.8 bhp,Seats5
Renault Koleos 2.0 Diesel,Renault,8.5 Lakh*,null,2012,Individual,"60,000 kms",First Owner,Diesel,Automatic,Mileage13.73 kmpl,Engine1995 CC,Max Power148 bhp,Seats5
Mahindra KUV 100 mFALCON D75 K6 5str,Mahindra,4.25 Lakh*,null,2016,Dealer,"21,000 kms",First Owner,Diesel,Manual,Mileage25.32 kmpl,Engine1198 CC,Max Power77 bhp,Seats5
Honda WR-V i-VTEC VX,Honda,7.5 Lakh*,New Car (On-Road Price) : Rs.10.41-11.85 Lakh*,2017,Individual,"68,000 kms",First Owner,Petrol,Manual,Mileage17.5 kmpl,Engine1199 CC,Max Power88.7 bhp,Seats5
Volkswagen Polo Diesel Highline 1.2L,Volkswagen,3.35 Lakh*,null,2012,Dealer,"57,000 kms",First Owner,Diesel,Manual,Mileage22.07 kmpl,Engine1199 CC,Max Power73.9 bhp,Seats5
Hyundai i20 Active 1.4 SX,Hyundai,5.9 Lakh*,null,2015,Individual,"50,000 kms",First Owner,Diesel,Manual,Mileage21.19 kmpl,Engine1396 CC,Max Power88.73 bhp,Seats5
Maruti Baleno Alpha 1.2,Maruti,6.65 Lakh*,New Car (On-Road Price) : Rs.7.40-11.22 Lakh*,2016,Individual,"4,300 kms",First Owner,Petrol,Manual,Mileage21.4 kmpl,Engine1197 CC,Max Power83.1 bhp,Seats5
Hyundai Verna VTVT 1.6 EX,Hyundai,9 Lakh*,New Car (On-Road Price) : Rs.10.83-16.79 Lakh*,2018,Individual,"35,000 kms",First Owner,Petrol,Manual,Mileage17.7 kmpl,Engine1591 CC,Max Power121.3 bhp,Seats5
Maruti Ertiga ZDI,Maruti,5.25 Lakh*,null,2012,Individual,"1,00,000 kms",First Owner,Diesel,Manual,Mileage20.77 kmpl,Engine1248 CC,Max Power88.8 bhp,Seats7
Mahindra KUV 100 mFALCON G80 K2,Mahindra,4 Lakh*,New Car (On-Road Price) : Rs.7.37-9.30 Lakh*,2016,Individual,"50,000 kms",First Owner,Petrol,Manual,Mileage18.15 kmpl,Engine1198 CC,Max Power82 bhp,Seats6
Honda City 2017-2020 VTEC,Honda,2.75 Lakh*,null,2007,Dealer,"90,000 kms",First Owner,Petrol,Manual,Mileage16.9 kmpl,Engine1497 CC,Max Power100 bhp,Seats5
Tata Manza Club Class Quadrajet90 LS,Tata,2.75 Lakh*,null,2013,Individual,"1,10,000 kms",First Owner,Diesel,Manual,Mileage21.02 kmpl,Engine1248 CC,Max Power88.8 bhp,Seats5
Maruti Swift Dzire VXI,Maruti,4.89 Lakh*,New Car (On-Road Price) : Rs.6.80-10.13 Lakh*,2016,Individual,"50,000 kms",First Owner,Petrol,Manual,Mileage20.85 kmpl,Engine1197 CC,Max Power83.14 bhp,Seats5
Maruti Wagon R AMT VXI,Maruti,3.75 Lakh*,null,2016,Dealer,"24,000 kms",First Owner,Petrol,Automatic,Mileage20.51 kmpl,Engine998 CC,Max Power67 bhp,Seats5
BMW 3 Series 320d Highline,BMW,11.25 Lakh*,New Car (On-Road Price) : Rs.54.86-61.27 Lakh*,2011,Dealer,"95,000 kms",First Owner,Diesel,Automatic,Mileage16.07 kmpl,Engine1995 CC,Max Power181 bhp,Seats5
Hyundai i20 1.2 Sportz,Hyundai,2.5 Lakh*,New Car (On-Road Price) : Rs.8.03-13.41 Lakh*,2011,Dealer,"40,000 kms",First Owner,Petrol,Manual,Mileage17.0 kmpl,Engine1197 CC,Max Power80 bhp,Seats5
