full_name,brand_name,year,seller_type,owner_type,fuel_type,transmission_type,original_price,SP,mileage_cars(kmpl),engine_cc,maxx_power,Kmeter_driven,seat
Ford Ecosport 2015-2021 1.5 TDCi Titanium BSIV,Ford,2016,Individual,First Owner,Diesel,Manual,13.02,7.25,22.77,1498,98.59,125000,5
Hyundai i20 Sportz 1.2,Hyundai,2016,Individual,First Owner,Petrol,Manual,12.78,5.5,18.6,1197,81.83,19000,5
Mahindra XUV500 W10 2WD,Mahindra,2015,Dealer,First Owner,Diesel,Manual,23.39,11.7,16,2179,140,37000,7
Toyota Innova Crysta 2016-2020 2.4 VX MT BSIV,Toyota,2016,Individual,First Owner,Diesel,Manual,29.21,16,13.68,2393,147.8,70000,7
Hyundai i20 1.2 Asta Dual Tone,Hyundai,2018,Dealer,First Owner,Petrol,Manual,14.02,7.95,18.6,1197,81.83,11000,5
Tata Tiago 1.2 Revotron XZ,Tata,2019,Individual,First Owner,Petrol,Manual,8.19,5,23.84,1199,84,15000,5
Datsun GO Plus T BSIV,Datsun,2015,Individual,First Owner,Petrol,Manual,7.78,2.8,19.44,1198,67,110000,7
Lexus NX 300h,Lexus,2018,Dealer,First Owner,Petrol,Automatic,79.55,64,18.32,2499,194.3,7622,5
Hyundai i20 2015-2017 Sportz 1.2,Hyundai,2017,Individual,First Owner,Petrol,Manual,12.78,5.46,18.6,1197,81.83,50000,5
Hyundai Grand i10 1.2 Kappa Magna BSIV,Hyundai,2018,Dealer,First Owner,Petrol,Manual,7.71,6.65,18.9,1197,81.86,1700,5
Hyundai i20 Magna,Hyundai,2010,Individual,First Owner,Petrol,Manual,13.24,3.4,18.5,1197,80,56660,5
Maruti Wagon R VXI,Maruti,2015,Individual,First Owner,Petrol,Manual,7.19,4,20.51,998,67.04,40000,5
Honda City i DTec SV,Honda,2016,Dealer,First Owner,Diesel,Manual,16.49,6.15,26,1498,98.6,62000,5
Volkswagen Polo 1.2 MPI Comfortline,Volkswagen,2018,Dealer,First Owner,Petrol,Manual,12.08,6.35,16.2,1199,74,16000,5
Honda City i VTEC CVT VX,Honda,2016,Dealer,First Owner,Petrol,Automatic,18.06,7.7,18,1497,117.3,80634,5
Honda City 1.5 E MT,Honda,2008,Individual,First Owner,Petrol,Manual,16.8,1.75,17,1497,118,110000,5
Maruti Alto 800 VXI,Maruti,2020,Individual,First Owner,Petrol,Manual,4.45,3.5,22.05,796,47.3,10000,5
BMW 3 Series 320d Sport Line,BMW,2014,Individual,First Owner,Diesel,Automatic,59.44,22.5,18.88,1995,184,40000,5
Maruti Swift Dzire VXI 1.2 BS IV,Maruti,2017,Dealer,First Owner,Petrol,Manual,9.95,5.75,22,1197,81.8,42000,5
Tata Tiago 1.2 Revotron XZ,Tata,2019,Individual,First Owner,Petrol,Manual,7.95,5.39,23.84,1199,84,16000,5
Hyundai Verna Transform VGT CRDi,Hyundai,2010,Individual,First Owner,Diesel,Manual,18.09,3,16.2,1493,110,25000,5
Maruti Celerio ZXI AT,Maruti,2017,Trustmark Dealer,First Owner,Petrol,Automatic,6.22,4.35,23.1,998,67.04,54202,5
Volkswagen Polo 1.2 MPI Comfortline,Volkswagen,2015,Dealer,First Owner,Petrol,Manual,12.08,6.25,16.47,1198,74,7000,5
Ford Ecosport 1.5 Ti VCT AT Titanium,Ford,2014,Dealer,First Owner,Petrol,Automatic,13.37,6.49,16.5,1499,110,74300,5
Volkswagen Polo 2015-2019 1.2 MPI Highline,Volkswagen,2017,Dealer,First Owner,Petrol,Manual,11.44,5.43,16.2,1199,74,59894,5
Honda Amaze VX i-DTEC,Honda,2015,Dealer,First Owner,Diesel,Manual,11.77,4.65,25.8,1498,98.6,77000,5
Hyundai i20 1.2 Asta,Hyundai,2011,Dealer,First Owner,Petrol,Manual,14.02,4.5,17,1197,80,40434,5
Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,Skoda,2015,Dealer,First Owner,Petrol,Manual,15.82,4.85,15,1598,103.52,100000,5
Hyundai Grand i10 1.2 Kappa Magna BSIV,Hyundai,2019,Individual,First Owner,Petrol,Manual,7.7,5.9,18.9,1197,81.86,13900,5
Honda City ZXi AT,Honda,2008,Dealer,First Owner,Petrol,Automatic,18.06,3,12,1493,100,43639,5
Ford Figo Diesel Celebration Edition,Ford,2013,Individual,First Owner,Diesel,Manual,9.33,2.5,20,1399,68.1,60000,5
Hyundai i10 Magna 1.2,Hyundai,2013,Dealer,First Owner,Petrol,Manual,7.71,3.99,20.36,1197,78.9,25981,5
Skoda Rapid 1.6 MPI Elegance,Skoda,2014,Individual,First Owner,Petrol,Manual,15.51,5.7,15,1598,103.52,142000,5
BMW 5 Series 530d M Sport,BMW,2016,Dealer,First Owner,Diesel,Automatic,85.24,35.9,14.69,2993,258,45000,5
Hyundai i20 Sportz Plus BSIV,Hyundai,2019,Individual,First Owner,Petrol,Manual,12.99,7,18.6,1197,81.86,18000,5
Hyundai Grand i10 1.2 Kappa Sportz AT,Hyundai,2017,Dealer,First Owner,Petrol,Automatic,7.71,6,18.9,1197,81.86,37712,5
Maruti Swift Dzire VXI 1.2 BS IV,Maruti,2015,Dealer,First Owner,Petrol,Manual,10.04,4.75,22,1197,81.8,58904,5
Hyundai Grand i10 1.2 Kappa Magna BSIV,Hyundai,2019,Dealer,First Owner,Petrol,Manual,7.42,5.5,18.9,1197,81.86,15000,5
Skoda Octavia 1.8 TSI AT L K,Skoda,2018,Dealer,First Owner,Petrol,Automatic,45.69,19.49,15.1,1798,178,17000,5
Skoda Rapid 1.6 MPI Elegance,Skoda,2013,Dealer,First Owner,Petrol,Manual,16.62,5.2,15,1598,103.5,42605,5
Hyundai i20 Sportz 1.2,Hyundai,2016,Dealer,First Owner,Petrol,Manual,13.41,5.3,18.6,1197,81.83,50000,5
Tata Hexa XTA,Tata,2017,Individual,First Owner,Diesel,Automatic,14.1,13.5,17.6,2179,153.86,60000,7
Mahindra Scorpio SLE BSIV,Mahindra,2014,Dealer,First Owner,Diesel,Manual,21.21,7.45,12.05,2179,120,98000,8
Honda Amaze VX Diesel,Honda,2016,Dealer,First Owner,Diesel,Manual,12.01,7.25,24.7,1498,98.63,30685,5
Hyundai i20 Sportz Option 1.2,Hyundai,2017,Dealer,First Owner,Petrol,Manual,14.02,6.64,18.6,1197,81.83,49000,5
Jeep Compass 2.0 Limited,Jeep,2017,Dealer,First Owner,Diesel,Manual,34.11,13.65,17.1,1956,170,59500,5
Hyundai Elantra CRDi SX AT,Hyundai,2012,Dealer,First Owner,Diesel,Automatic,26.92,7.45,19.5,1582,126.24,78000,5
BMW X3 xDrive 20d Luxury Line,BMW,2014,Dealer,First Owner,Diesel,Automatic,73.78,17.25,18.56,1995,187.7,65000,5
Ford Ecosport 2015-2021 1.5 TDCi Titanium BSIV,Ford,2018,Dealer,First Owner,Diesel,Manual,14.59,9.65,22.77,1498,98.59,32387,5
BMW X5 xDrive 30d M Sport,BMW,2016,Dealer,First Owner,Diesel,Automatic,105,44.95,15.97,2993,258,48000,5
Ford Ecosport 2015-2021 1.5 Ti VCT AT Titanium BSIV,Ford,2016,Dealer,First Owner,Petrol,Automatic,13.13,7.75,15.63,1499,110.4,40000,5
Maruti Wagon R LXI,Maruti,2013,Dealer,First Owner,Petrol,Manual,7.33,3.3,21.79,998,67.05,63000,5
Hyundai Verna 1.6 SX VTVT,Hyundai,2015,Dealer,First Owner,Petrol,Manual,16.45,6.25,17.01,1591,121.3,28789,5
Maruti Ciaz VXi,Maruti,2015,Dealer,First Owner,Petrol,Manual,13.36,5.4,20.73,1373,91.1,45000,5
Hyundai Verna 1.6 VTVT,Hyundai,2013,Individual,First Owner,Petrol,Manual,16.03,4.2,17.01,1591,121.3,60000,5
Honda City 1.5 V AT,Honda,2009,Dealer,First Owner,Petrol,Automatic,16.8,3.1,16.8,1497,118,61000,5
BMW 5 Series 525d Luxury Line,BMW,2013,Individual,First Owner,Diesel,Automatic,85.24,20,17.09,1995,218,72000,5
Hyundai Grand i10 Sportz,Hyundai,2015,Dealer,First Owner,Petrol,Manual,7.71,5.05,18.9,1197,82,21000,5
Maruti Baleno Alpha 1.2,Maruti,2017,Dealer,First Owner,Petrol,Manual,11.22,7.85,21.4,1197,83.1,26000,5
Maruti Swift Dzire VXI,Maruti,2014,Individual,First Owner,Petrol,Manual,10.46,5.6,19.1,1197,85.8,60000,5
Hyundai i20 1.2 Asta,Hyundai,2010,Individual,First Owner,Petrol,Manual,14.02,3.25,17,1197,80,120000,5
Hyundai Creta 1.4 CRDi Base,Hyundai,2015,Dealer,First Owner,Diesel,Manual,20.82,8.6,21.38,1396,88.7,40000,5
Ford Ecosport 2015-2021 1.5 TDCi Titanium BSIV,Ford,2015,Dealer,First Owner,Diesel,Manual,14.59,7.45,22.77,1498,98.59,55524,5
Hyundai i20 2015-2017 Sportz 1.4 CRDi,Hyundai,2017,Individual,First Owner,Diesel,Manual,12.19,5.5,22.54,1396,88.73,52000,5
Ford Figo Diesel Titanium,Ford,2012,Individual,First Owner,Diesel,Manual,9.81,2.25,20,1399,68,70000,5
Maruti Celerio VXI,Maruti,2015,Dealer,First Owner,Petrol,Manual,6.22,3.35,21.63,998,67.04,40000,5
Ford Ecosport 2015-2021 1.5 TDCi Titanium Plus BSIV,Ford,2016,Individual,First Owner,Diesel,Manual,14.59,8,22.77,1498,98.59,66000,5
Maruti Eeco 5 STR With AC Plus HTR CNG,Maruti,2016,Dealer,First Owner,CNG,Manual,5.82,2.85,15.1,1196,73,37000,5
Maruti Wagon R VXI,Maruti,2017,Individual,First Owner,Petrol,Manual,7.01,4.25,20.51,998,67.04,16000,5
Mahindra XUV500 W10 2WD,Mahindra,2015,Dealer,First Owner,Diesel,Manual,23.37,10.5,16,2179,140,140000,7
Maruti Wagon R VXI AMT,Maruti,2015,Dealer,First Owner,Petrol,Automatic,7.64,5.5,21.79,998,67.05,65000,5
BMW 7 Series 730Ld Sedan,BMW,2007,Dealer,First Owner,Diesel,Automatic,165,10.5,16.46,2993,258,85000,5
Hyundai i20 Sportz AT 1.4,Hyundai,2014,Dealer,First Owner,Petrol,Automatic,14.02,5.4,15,1396,98.6,40000,5
Ford Ecosport 2015-2021 1.5 TDCi Titanium Plus BSIV,Ford,2016,Individual,First Owner,Diesel,Manual,14.16,7.25,22.77,1498,98.59,76000,5
Hyundai Grand i10 Magna,Hyundai,2015,Individual,First Owner,Petrol,Manual,6.57,3.4,18.9,1197,82,16560,5
Honda City i DTEC VX Option,Honda,2015,Individual,First Owner,Diesel,Manual,16.79,6.5,25.1,1498,98.6,90000,5
Hyundai i20 1.2 Asta Option,Hyundai,2018,Individual,First Owner,Petrol,Manual,14.01,7.7,18.6,1197,81.83,25000,5
BMW 3 Series 320d Luxury Line,BMW,2014,Dealer,First Owner,Diesel,Automatic,61.27,20,19.62,1995,187.74,118000,5
Hyundai Elantra CRDi SX,Hyundai,2013,Individual,First Owner,Diesel,Manual,25.29,6,22.7,1582,126.24,77000,5
Volkswagen Polo 1.0 MPI Comfortline Plus,Volkswagen,2019,Dealer,First Owner,Petrol,Manual,12.08,6.5,17.74,999,75.1,45000,5
Hyundai Creta 1.6 CRDi AT SX Plus,Hyundai,2015,Dealer,First Owner,Diesel,Automatic,22.29,10.6,17.01,1582,126.2,79828,5
Honda WR-V i-DTEC VX,Honda,2017,Dealer,First Owner,Diesel,Manual,13.74,8.5,25.5,1498,98.6,33456,5
Honda City i DTec V,Honda,2015,Dealer,First Owner,Diesel,Manual,17.55,5.25,26,1498,98.6,87000,5
Mahindra XUV500 W10 2WD,Mahindra,2016,Individual,First Owner,Diesel,Manual,23.39,10.5,16,2179,140,46100,7
Renault KWID AMT,Renault,2018,Dealer,First Owner,Petrol,Automatic,6.85,4.65,24.04,999,67,16000,5
Renault KWID Climber 1.0 MT,Renault,2020,Individual,First Owner,Petrol,Manual,6.18,4.7,23.01,999,67,10000,5
Maruti Baleno Zeta Automatic,Maruti,2018,Dealer,First Owner,Petrol,Automatic,10.42,7.59,21.4,1197,83.1,10001,5
Maruti Baleno Sigma,Maruti,2016,Dealer,First Owner,Petrol,Manual,11.22,5.75,21.01,1197,81.8,26208,5
Honda Amaze S Diesel,Honda,2018,Dealer,First Owner,Diesel,Manual,11.76,6,24.7,1498,98.63,78000,5
Maruti Alto 800 LXI BSIV,Maruti,2012,Dealer,First Owner,Petrol,Manual,4.69,1.95,24.7,796,47.3,52000,5
Hyundai Grand i10 1.2 Kappa Magna AT,Hyundai,2018,Individual,First Owner,Petrol,Automatic,7.41,4.4,18.9,1197,81.86,58000,5
Maruti Celerio VXI AT,Maruti,2015,Dealer,First Owner,Petrol,Automatic,7,4.5,23.1,998,67.04,52000,5
Toyota Fortuner 3.0 Diesel,Toyota,2011,Dealer,First Owner,Diesel,Manual,45.22,10.5,11.5,2982,171,158000,7
Volkswagen Polo 1.2 MPI Comfortline,Volkswagen,2016,Dealer,First Owner,Petrol,Manual,12.08,5.75,16.2,1199,74,49000,5
Tata Tiago 1.2 Revotron XZA,Tata,2017,Individual,First Owner,Petrol,Automatic,8.27,5.2,23.84,1199,83.83,25000,5
BMW 3 Series 320d Sport Line,BMW,2014,Dealer,First Owner,Diesel,Automatic,61.27,22.5,18.88,1995,184,88000,5
BMW 5 Series 520d Luxury Line,BMW,2017,Dealer,First Owner,Diesel,Automatic,85.24,31.5,22.48,1995,187.74,32000,5
Maruti Swift LXI,Maruti,2018,Individual,First Owner,Petrol,Manual,8.98,5.2,22,1197,81.8,18600,5
Maruti Baleno Alpha 1.2,Maruti,2018,Individual,First Owner,Petrol,Manual,11.22,7.1,21.4,1197,83.1,60000,5
Land Rover Range Rover Sport 3.0 D HSE,Land Rover,2014,Dealer,First Owner,Diesel,Automatic,207,57,12.65,2993,296,61000,5
Volkswagen Polo 1.2 MPI Highline,Volkswagen,2017,Dealer,First Owner,Petrol,Manual,12.08,6.8,16.47,1198,74,26000,5
Renault KWID RXT,Renault,2016,Dealer,First Owner,Petrol,Manual,6.85,3.95,22.3,799,53.26,14183,5
Maruti Swift ZXI,Maruti,2014,Dealer,First Owner,Petrol,Manual,9.31,4.95,21.21,1197,81.8,14800,5
BMW 5 Series 530d M Sport,BMW,2020,Dealer,First Owner,Diesel,Automatic,85.24,54,18.59,2993,261.49,15000,5
Honda City i VTEC VX,Honda,2016,Dealer,First Owner,Petrol,Manual,18.06,7.95,17.8,1497,117.3,77694,5
Toyota Fortuner 2016-2021 2.8 2WD MT BSIV,Toyota,2016,Dealer,First Owner,Diesel,Manual,45.18,26,14.24,2755,174.5,32000,7
Honda Civic 1.8 V AT,Honda,2009,Dealer,First Owner,Petrol,Automatic,25.25,3.25,13.9,1799,130.2,76000,5
Honda Amaze VX i-DTEC,Honda,2018,Individual,First Owner,Diesel,Manual,12.02,6.67,25.8,1498,98.6,60000,5
Skoda Rapid 1.6 MPI Elegance,Skoda,2018,Dealer,First Owner,Petrol,Manual,16.62,7.75,15,1598,103.5,17000,5
Honda Civic 1.8 V AT,Honda,2008,Individual,First Owner,Petrol,Automatic,26.55,5,12.9,1799,130,90000,5
Mahindra Bolero VLX BS IV,Mahindra,2011,Dealer,First Owner,Diesel,Manual,10.42,3.5,13.6,2523,63,75000,7
Hyundai Creta 1.6 SX Option Diesel,Hyundai,2015,Dealer,First Owner,Diesel,Manual,21.03,7.9,20.5,1582,126.2,59000,5
Maruti Wagon R VXI BSIII,Maruti,2009,Individual,First Owner,Petrol,Manual,7.19,1.5,18.9,998,67.1,26000,5
Hyundai Verna CRDi 1.6 SX Option,Hyundai,2019,Individual,First Owner,Diesel,Manual,17.35,10.8,22,1582,126.2,28000,5
Maruti Swift VXI Optional,Maruti,2017,Dealer,First Owner,Petrol,Manual,9.86,6.25,20.4,1197,81.8,19000,5
Land Rover Range Rover Evoque 2.2L Dynamic,Land Rover,2013,Dealer,First Owner,Diesel,Automatic,74.07,49,12.7,2179,187.7,51000,5
Maruti Baleno Alpha Automatic,Maruti,2018,Dealer,First Owner,Petrol,Automatic,10.42,7.75,21.4,1197,83.1,15000,5
Hyundai Grand i10 AT Sportz,Hyundai,2014,Dealer,First Owner,Petrol,Automatic,7.42,4.55,18.9,1197,81.86,24000,5
Toyota Innova Crysta 2016-2020 2.4 G MT BSIV,Toyota,2017,Individual,First Owner,Diesel,Manual,29.9,13.75,13.68,2393,147.8,43000,7
Hyundai i20 1.2 Spotz,Hyundai,2017,Dealer,First Owner,Petrol,Manual,14.02,6.9,18.6,1197,81.83,34004,5
Toyota Yaris V Optional,Toyota,2018,Dealer,First Owner,Petrol,Manual,18.11,10.25,17.18,1496,105.94,17000,5
Hyundai Grand i10 1.2 Kappa Asta,Hyundai,2015,Dealer,First Owner,Petrol,Manual,7.71,5.4,18.9,1197,81.86,19526,5
Maruti Swift Dzire AMT ZXI Plus BS IV,Maruti,2018,Dealer,First Owner,Petrol,Automatic,10.32,7.65,22,1197,81.8,14506,5
Maruti Baleno Zeta 1.2,Maruti,2019,Individual,First Owner,Petrol,Manual,10.95,7.36,21.4,1197,83.1,25000,5
Maruti Wagon R VXI,Maruti,2014,Individual,First Owner,Petrol,Manual,7.19,3.25,20.51,998,67.04,70000,5
Volkswagen Polo Petrol Trendline 1.2L,Volkswagen,2011,Dealer,First Owner,Petrol,Manual,11.19,2.5,16.47,1198,73.9,63000,5
Maruti Swift Dzire ZXI,Maruti,2016,Dealer,First Owner,Petrol,Manual,10.32,5.75,20.85,1197,83.14,63581,5
Renault KWID RXT,Renault,2018,Individual,First Owner,Petrol,Manual,5.88,3.3,25.17,799,53.3,25000,5
Hyundai i10 Magna 1.2,Hyundai,2010,Dealer,First Owner,Petrol,Manual,7.09,1.7,20.36,1197,78.9,100000,5
Volkswagen Polo 2015-2019 GT TSI,Volkswagen,2016,Dealer,First Owner,Petrol,Automatic,12.08,7.25,17.21,1197,103.5,78000,5
Hyundai i10 Sportz 1.2 AT,Hyundai,2010,Dealer,First Owner,Petrol,Automatic,7.71,3.25,16.95,1197,78.9,68000,5
Hyundai Grand i10 1.2 Kappa Magna BSIV,Hyundai,2019,Individual,First Owner,Petrol,Manual,7.41,5.4,18.9,1197,81.86,10000,5
Maruti Wagon R LXI Minor,Maruti,2009,Individual,First Owner,Petrol,Manual,6.88,2,18.9,1061,67,20000,5
Maruti Ignis 1.2 AMT Delta BSIV,Maruti,2018,Trustmark Dealer,First Owner,Petrol,Automatic,8.53,5.35,20.89,1197,81.8,10503,5
Honda City i-VTEC ZX,Honda,2017,Dealer,First Owner,Petrol,Manual,18.06,11.38,17.14,1497,117.6,12729,5
Mercedes-Benz C-Class C 220d Avantgarde Edition C,Mercedes-Benz,2017,Dealer,First Owner,Diesel,Automatic,67.87,33.75,19.27,2143,167.62,45425,5
Hyundai Verna 1.6 CRDI,Hyundai,2012,Individual,First Owner,Diesel,Manual,17.18,4,22.32,1582,126.3,100000,5
Hyundai Grand i10 1.2 Kappa Sportz BSIV,Hyundai,2019,Individual,First Owner,Petrol,Manual,6.63,5.3,18.9,1197,81.86,10000,5
Honda Jazz 1.2 SV i VTEC,Honda,2017,Dealer,First Owner,Petrol,Manual,10.96,5.5,18.7,1199,88.7,30000,5
Audi A8 4.2 FSI quattro,Audi,2010,Dealer,First Owner,Petrol,Automatic,186,22,8.5,4163,349.5,30000,5
Hyundai i20 Sportz 1.4 CRDi,Hyundai,2015,Dealer,First Owner,Diesel,Manual,13.09,5.25,22.54,1396,88.73,56490,5
Maruti Alto 800 LXI,Maruti,2014,Dealer,First Owner,Petrol,Manual,4.98,3.25,22.74,796,47.3,19000,5
Hyundai i20 Sportz Option,Hyundai,2010,Individual,First Owner,Petrol,Manual,13.33,2,17,1197,80,100000,5
Honda City 1.5 V MT,Honda,2012,Dealer,First Owner,Petrol,Manual,18.06,5.75,17,1497,118,58000,5
Maruti Ciaz 1.4 AT Alpha,Maruti,2018,Trustmark Dealer,First Owner,Petrol,Automatic,13.14,8.85,19.12,1373,91.1,21052,5
Volkswagen Vento 1.6 Highline,Volkswagen,2014,Individual,First Owner,Petrol,Manual,16.31,4.4,15.04,1598,103.2,68000,5
Maruti Wagon R VXI Plus,Maruti,2018,Individual,First Owner,Petrol,Manual,7.07,4.3,20.51,998,67.04,40000,5
ISUZU MUX 4X2,ISUZU,2017,Dealer,First Owner,Diesel,Automatic,34.75,19,13.8,2999,175,47000,7
Hyundai Grand i10 Asta,Hyundai,2017,Dealer,First Owner,Petrol,Manual,7.42,5.6,18.9,1197,82,9687,5
Maruti Celerio VXI AT Optional,Maruti,2016,Individual,First Owner,Petrol,Automatic,7,4.8,23.1,998,67.04,25000,5
Mercedes-Benz C-Class C 220 CDI Style,Mercedes-Benz,2016,Dealer,First Owner,Diesel,Automatic,67.87,26.75,19.27,2143,167.62,44000,5
Tata Nexon 1.2 Revotron XM,Tata,2019,Individual,First Owner,Petrol,Manual,14.07,6.75,17,1198,108.5,20000,5
Volkswagen Vento Petrol Trendline,Volkswagen,2012,Dealer,First Owner,Petrol,Manual,17.15,5,15.04,1598,103.6,56527,5
Maruti Dzire VXI,Maruti,2020,Individual,First Owner,Petrol,Manual,9.86,5.5,23.26,1197,88.5,10000,5
Honda City i VTEC VX Option,Honda,2016,Dealer,First Owner,Petrol,Manual,16.99,7.15,17.8,1497,117.3,56210,5
Toyota Yaris V Optional,Toyota,2018,Dealer,First Owner,Petrol,Manual,18.11,10,17.18,1496,105.94,17000,5
Honda Jazz X,Honda,2012,Dealer,First Owner,Petrol,Manual,10.96,3.25,16.7,1198,88.8,57000,5
Mercedes-Benz E-Class 200 Kompressor Elegance,Mercedes-Benz,2006,Dealer,First Owner,Petrol,Automatic,172,5,10.5,1796,157.7,78000,5
Renault Duster Petrol RXS CVT,Renault,2017,Individual,First Owner,Petrol,Automatic,17.2,9,14.99,1498,104.5,40000,5
Honda Amaze S AT i-Vtech,Honda,2013,Dealer,First Owner,Petrol,Automatic,10.25,4.5,15.5,1198,86.7,28802,5
Honda Jazz 1.2 VX i VTEC,Honda,2015,Dealer,First Owner,Petrol,Manual,11.83,6.35,18.7,1199,88.7,55937,5
Honda CR-V 2.0L 2WD AT,Honda,2004,Dealer,First Owner,Petrol,Automatic,37.03,4.5,13.7,1997,153.86,87000,5
Tata Nexon 1.5 Revotorq XZ Plus,Tata,2018,Individual,First Owner,Diesel,Manual,14.23,7.33,21.5,1497,108.5,70000,5
Mercedes-Benz E-Class E 220 CDI Avantgarde,Mercedes-Benz,2018,Dealer,First Owner,Diesel,Automatic,94.01,44.5,10,2148,170,25550,5
Maruti S-Presso VXI,Maruti,2020,Individual,First Owner,Petrol,Manual,5.78,5.5,21.7,998,67,5000,5
Hyundai Grand i10 Asta,Hyundai,2016,Dealer,First Owner,Petrol,Manual,7.71,5.5,18.9,1197,82,45000,5
Hyundai i20 Asta Option 1.4 CRDi,Hyundai,2016,Individual,First Owner,Diesel,Manual,12.84,7.49,22.54,1396,88.73,64500,5
Toyota Innova Crysta 2016-2020 2.4 GX MT BSIV,Toyota,2017,Dealer,First Owner,Diesel,Manual,31.07,17,13.68,2393,147.8,54226,7
Tata Nexon 1.2 Revotron XMA,Tata,2019,Individual,First Owner,Petrol,Automatic,13.72,7,17,1198,108.5,10000,5
Hyundai Grand i10 1.2 Kappa Sportz BSIV,Hyundai,2019,Dealer,First Owner,Petrol,Manual,7.42,6.11,18.9,1197,81.86,1200,5
Hyundai Verna 1.6 SX VTVT (O) AT,Hyundai,2017,Dealer,First Owner,Petrol,Automatic,16.45,9.45,17.1,1591,121.4,32200,5
Volkswagen Polo 1.2 MPI Highline,Volkswagen,2016,Dealer,First Owner,Petrol,Manual,12.08,6.85,16.47,1198,74,31000,5
Honda City 1.5 S MT,Honda,2010,Individual,First Owner,Petrol,Manual,16.99,3,17,1497,118,90000,5
Maruti Celerio ZXI AT,Maruti,2016,Individual,First Owner,Petrol,Automatic,6.6,4,23.1,998,67.04,100000,5
Ford Figo Petrol ZXI,Ford,2013,Dealer,First Owner,Petrol,Manual,8.56,3.25,15.6,1196,70,46584,5
Maruti Ciaz 1.4 AT Alpha,Maruti,2018,Dealer,First Owner,Petrol,Automatic,13.51,9.45,19.12,1373,91.1,33000,5
Honda Amaze VX CVT i-VTEC,Honda,2019,Dealer,First Owner,Petrol,Automatic,10.36,7.85,18.1,1199,88.7,18005,5
BMW 5 Series 520d Luxury Line,BMW,2016,Dealer,First Owner,Diesel,Automatic,87.92,33.75,18.12,1995,190,48530,5
Honda City 1.5 S MT,Honda,2009,Individual,First Owner,Petrol,Manual,16.27,2.6,17,1497,118,63000,5
Land Rover Range Rover Evoque 2.2L Prestige,Land Rover,2015,Dealer,First Owner,Diesel,Automatic,77.07,37,12.7,2179,187.7,56000,5
Maruti Baleno Delta 1.2,Maruti,2017,Dealer,First Owner,Petrol,Manual,10.73,5.8,21.4,1197,83.1,54000,5
Hyundai i20 1.4 CRDi Magna,Hyundai,2012,Dealer,First Owner,Diesel,Manual,12.84,3.85,21.9,1396,90,53000,5
Mahindra Scorpio 1.99 S4 Plus,Mahindra,2017,Individual,First Owner,Diesel,Manual,19.2,8,15.4,1997,120,110000,7
Datsun GO Plus T BSIV,Datsun,2015,Dealer,First Owner,Petrol,Manual,8.74,2.95,19.44,1198,67,27000,7
Toyota Fortuner 2016-2021 2.8 4WD AT BSIV,Toyota,2017,Individual,First Owner,Diesel,Automatic,45.22,33,15.04,2755,174.5,20000,7
Toyota Fortuner 2016-2021 2.8 2WD AT,Toyota,2018,Dealer,First Owner,Diesel,Automatic,46.24,28,12.9,2755,174.5,65000,7
Hyundai i20 Magna 1.4 CRDi (Diesel),Hyundai,2013,Dealer,First Owner,Diesel,Manual,13.36,4.75,21.9,1396,88.76,65000,5
Ford Figo Diesel Titanium,Ford,2013,Dealer,First Owner,Diesel,Manual,9.88,3.65,20,1399,68.05,97358,5
Mahindra Scorpio EX,Mahindra,2013,Individual,First Owner,Diesel,Manual,18.69,5.5,14,2523,75,40000,8
Maruti Wagon R CNG LXI,Maruti,2018,Dealer,First Owner,CNG,Manual,6.17,4.35,32.52,998,58.33,57000,5
Maruti Baleno Alpha CVT,Maruti,2017,Dealer,First Owner,Petrol,Automatic,11.22,7.5,19.56,1197,81.8,43318,5
Maruti Alto 800 VXI,Maruti,2016,Individual,First Owner,Petrol,Manual,4.69,3,24.7,796,47.3,6800,5
BMW 5 Series 520d,BMW,2011,Dealer,First Owner,Diesel,Automatic,87.92,15.9,18.48,1995,177,63000,5
Toyota Innova Crysta 2016-2020 2.4 GX MT 8S BSIV,Toyota,2019,Individual,First Owner,Diesel,Manual,30.63,17,13.68,2393,147.8,38000,8
Hyundai i20 2015-2017 Asta 1.4 CRDi,Hyundai,2016,Individual,First Owner,Diesel,Manual,11.97,5.3,22.54,1396,88.73,57000,5
Honda City i DTEC S,Honda,2016,Dealer,First Owner,Diesel,Manual,17.8,6.5,26,1498,98.6,46000,5
Maruti Ertiga BSIV VXI AT,Maruti,2017,Individual,First Owner,Petrol,Automatic,12.19,7.2,17.03,1373,91.1,40000,7
Maruti Alto 800 LXI,Maruti,2017,Dealer,First Owner,Petrol,Manual,4.8,3.1,24.7,796,47.3,20920,5
Hyundai Elantra 2.0 SX AT,Hyundai,2018,Dealer,First Owner,Petrol,Automatic,25.23,16,14.62,1999,149.92,40000,5
Mahindra XUV500 W10 AWD,Mahindra,2015,Individual,First Owner,Diesel,Manual,24.91,13,16,2179,140,85000,7
BMW 3 Series 320d,BMW,2011,Dealer,First Owner,Diesel,Automatic,58.05,10.25,13.2,1995,170,75100,5
Hyundai Verna 1.6 SX VTVT (O),Hyundai,2011,Dealer,First Owner,Petrol,Manual,16.45,4.51,17.1,1591,121.3,54000,5
